chapter_no,heading_1,heading_2,heading_3,heading_4,heading_5,sub_section_no,source_url,zoneomics_url,is_sub_chunk,sub_chunk_no,text
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 7 EIGHTH STREET SOUTHEAST NEIGHBORHOOD MIXED-USE ZONE ― NMU-7B/ES,707  SPECIAL EXCEPTION,707.2, ,sub-sec-8.7.8.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-9654,https://zoneomics.com/code/191/chapter_8#8.7.8.2,False,0,"707.2 The Office of Zoning shall refer the application to the Historic Preservation Office (HPO) for their review and recommendation, to be filed in the case record within the forty (40)-day period established by Subtitle A
§ 211."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,800  PURPOSE AND INTENT,800.1, ,sub-sec-8.8.1.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3265,https://zoneomics.com/code/191/chapter_8#8.8.1.1,False,0,"800.1 The purposes of the NMU-4/GA and NMU-7B/GA zones shall be those of the MU-4 and MU-7 zones as set forth in Subtitle G
§ 101, those of the Neighborhood Mixed-Use zones, as set forth in Subtitle H
§ 101, and the following:
(a) Implement the objectives of the Georgia Avenue - Petworth Metro Station Area and Corridor Plan, approved by the Council of the District of Columbia, effective July 20, 2006 (Res.
16-686);
(b) Implement the goals of the Great Streets Framework Plan for 7th Street - Georgia Avenue, published by the District Department of Transportation and dated 2006;
(c) Encourage additional residential uses along the Georgia Avenue corridor;
(d) Encourage improved commercial uses;
(e) Provide uniform building design standards;
(f) Set guidelines for development review through planned unit development (PUD) and special exception proceedings; and (g) Encourage vertically mixed-uses (ground floor commercial and residential above) within a quarter mile of the Georgia Avenue - Petworth Metrorail Station along Georgia Avenue, from Park Road to Shepherd Street."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,800  PURPOSE AND INTENT,800.2, ,sub-sec-8.8.1.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3266,https://zoneomics.com/code/191/chapter_8#8.8.1.2,False,0,"800.2 The NMU-4/GA zone is intended to permit mixed-use development at a moderate density, including additional residential uses above commercial uses; and"
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,800  PURPOSE AND INTENT,800.3, ,sub-sec-8.8.1.3,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3267,https://zoneomics.com/code/191/chapter_8#8.8.1.3,False,0,"800.3 The NMU-7B/GA zone is intended to permit mixed-use development at a medium density with a focus on employment, including additional residential uses above commercial uses."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,801  DEVELOPMENT STANDARDS,801.1, ,sub-sec-8.8.2.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3272,https://zoneomics.com/code/191/chapter_8#8.8.2.1,False,0,"801.1 The MU-4 zone development standards in Subtitle G, Chapter 2 shall apply to the NMU-4/GA zone except as specifically modified by this chapter.
In the event of a conflict between the provisions of this chapter and other regulations of this title, the provisions of this chapter shall control."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,801  DEVELOPMENT STANDARDS,801.2, ,sub-sec-8.8.2.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-9655,https://zoneomics.com/code/191/chapter_8#8.8.2.2,False,0,"801.2 The MU-7B zone development standards in Subtitle G, Chapter 2 shall apply to the NMU-7B/GA zone except as specifically modified by this chapter.
In the event of a conflict between the provisions of this chapter and other regulations of this title, the provisions of this chapter shall control."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,802  DESIGNATED USE AREA,802.1, ,sub-sec-8.8.3.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3274,https://zoneomics.com/code/191/chapter_8#8.8.3.1,False,0,"802.1 In the NMU-4/GA and NMU-7B/GA zones, the designated use area shall coincide with the zone boundaries."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,803  DESIGNATED ROADWAY,803.1, ,sub-sec-8.8.4.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3277,https://zoneomics.com/code/191/chapter_8#8.8.4.1,False,0,"803.1 In the NMU-4/GA and NMU-7B/GA zones, the designated roadway shall be Georgia Avenue, N.W."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,804  PLANNED UNIT DEVELOPMENT,804.1, ,sub-sec-8.8.5.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3280,https://zoneomics.com/code/191/chapter_8#8.8.5.1,False,0,"804.1 In the NMU-4/GA and NMU-7B/GA zones, a planned unit development (PUD) shall be subject to the following provisions in addition to those of Subtitle X, Chapter 3:
(a) Any additional height and floor area above that permitted as a matter of right in the zone shall be for residential use only; and (b) The minimum area included within the proposed PUD, including the area of public streets or alleys proposed to be closed, shall be a total of ten thousand square feet (10,000 sq.
ft.)."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,805  HEIGHT,805.1, ,sub-sec-8.8.6.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3282,https://zoneomics.com/code/191/chapter_8#8.8.6.1,False,0,"805.1 In the NMU-4/GA zone, the maximum permitted building height, not including a penthouse or rooftop structure, shall be as set forth in the following table:
|  |  |
| --- | --- |
| **TABLE H § 805.1: MAXIMUM HEIGHT** | |
| Zones | Maximum Height, Not Including Penthouse or Rooftop Structure (ft.) |
|
| NMU-4/GA | 50  55 (IZ) |"
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,805  HEIGHT,805.2, ,sub-sec-8.8.6.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3283,https://zoneomics.com/code/191/chapter_8#8.8.6.2,False,0,"805.2 In the NMU-4/GA and NMU-7B/GA zones, buildings subject to the minimum clear floor-to-ceiling height requirements of Subtitle H
§ 807.1(f) shall be permitted an additional five feet (5 ft.) of building height over that permitted as a matter of right in the zone."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,806  LOT OCCUPANCY,806.1, ,sub-sec-8.8.7.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3285,https://zoneomics.com/code/191/chapter_8#8.8.7.1,False,0,"806.1 In the NMU-4/GA zone, the maximum permitted lot occupancy for a building or portion thereof devoted to residential use shall be as set forth in the following table:
|  |  |  |  |
| --- | --- | --- | --- |
| **TABLE G § 806.1: MAXIMUM PERMITTED LOT OCCUPANCY** | | |  |
| Zone | Maximum Percentage of Lot Occupancy (%) | Maximum Percentage of Lot Occupancy  All Other Uses (%) |  |
|  |
| NMU-4/GA | 70  75 (IZ) | N/A |  |"
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,807  DESIGN REQUIREMENTS - GEORGIA AVENUE NEIGHBORHOOD                      MIXED-USE ZONES,807.1, ,sub-sec-8.8.8.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3288,https://zoneomics.com/code/191/chapter_8#8.8.8.1,False,0,"807.1 In the NMU-4/GA and NMU-7B/GA zones, the following design requirements shall apply to any lot other than a lot used for a public school:
(a) Buildings shall be designed and built so that not less than seventy-five percent (75%) of the street wall at the street level shall be constructed to the property line abutting the street right-of-way;
(b) Buildings on corner lots shall be constructed to all property lines abutting public streets;
(c) On-grade parking structures with frontage on Georgia Avenue, N.W.
shall provide not less than sixty-five percent (65%) of the ground level frontage as commercial space;
(d) Each building on a lot that fronts on Georgia Avenue, N.W.
shall devote not less than fifty percent (50%) of the surface area of the street wall at the ground level to entrances to commercial uses or to the building's main lobby, and to display windows having clear or clear/low emissivity glass.
Decorative or architectural accents do not count toward the fifty percent (50%) requirement;
(e) Security grilles over windows or doors shall have no less than seventy percent (70%) transparency;
(f) The ground floor level of each building or building addition shall have a uniform minimum clear floor-to-ceiling height of fourteen feet (14 ft.);
(g) Each commercial use with frontage on Georgia Avenue, N.W.
shall have an individual public entrance directly accessible from the public sidewalk;
(h) Buildings shall be designed so as not to preclude an entrance every forty feet (40 ft.) on average for the linear frontage of the building, excluding vehicular entrances, but including entrances to ground floor uses and the main lobby; and (i) Off-street surface parking shall be permitted in rear yards or below grade only."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,807  DESIGN REQUIREMENTS - GEORGIA AVENUE NEIGHBORHOOD                      MIXED-USE ZONES,807.2, ,sub-sec-8.8.8.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-9656,https://zoneomics.com/code/191/chapter_8#8.8.8.2,False,0,"807.2 The Board of Zoning Adjustment may grant as a special exception pursuant to Subtitle X, Chapter 9 and Subtitle H, Chapter 52, relief from the design requirements of Subtitle H
§ 807.1."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,CHAPTER 8 GEORGIA AVENUE NEIGHBORHOOD MIXED-USE ZONES ― NMU 4/GA and NMU-7B/GA,808  NEW CONSTRUCTION OR ENLARGEMENT,808.1, ,sub-sec-8.8.9.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3290,https://zoneomics.com/code/191/chapter_8#8.8.9.1,False,0,"808.1 In the NMU-4/GA and NMU-7B/GA zones, construction of a new building, or enlargement of the gross floor area of an existing building by fifty percent (50%) or more, on a lot that has twelve thousand square feet (12,000 sq.
ft.) or more of land area is permitted only if approved by the Board of Zoning Adjustment as a special exception pursuant to Subtitle X, Chapter 9, and Subtitle H, Chapter 52."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.1, ,sub-sec-8.9.1.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3298,https://zoneomics.com/code/191/chapter_8#8.9.1.1,False,0,"900.1 The purposes of the H Street Northeast NMU zones (NMU-4/H-H, NMU-4/H-A, NMU-4/H-R, NMU-5A/H-H, NMU-5A/H-R, NMU-6B/H-H, NMU-7B/H-H, NMU-7B/H-A, NMU-8B/H-H) are to:
(a) Implement the policies and goals of the H Street NE Strategic Development Plan as approved by the Council of the District of Columbia, effective February 17, 2004 (Res.
15-460);
(b) Encourage the clustering of uses into unique destination sub-districts along the corridor, specifically a housing district from 2nd Street to 7th Street, N.E.
; a neighborhood-serving retail shopping district from 7th Street to 12th Street, N.E.
; and an arts and entertainment district from 12th Street to 15th Street, N.E.
;
(c) Establish design guidelines for new and rehabilitated buildings that are consistent with the historic character and scale of the H Street, N.E., commercial corridor;
(d) Encourage new construction to preserve existing façades constructed before 1958; and (e) Encourage residential uses, the reuse of existing buildings, and the redevelopment of those portions of Squares 1026, 1027, 1049, and
1050 within the NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R zones but not fronting H Street, N.E."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.2, ,sub-sec-8.9.1.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3300,https://zoneomics.com/code/191/chapter_8#8.9.1.2,False,0,"900.2 The H Street Northeast Neighborhood Mixed-Use zones include a housing, arts, and retail sub-district, and are comprised of the NMU-4/H-H, NMU-4/H-A, NMU-4/H-R, NMU-5A/H-H, NMU-5A/H-R, NMU-6B/H-H, NMU-7B/H-H, NMU-7B/H-A, and NMU-8B/H-H zones."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.3, ,sub-sec-8.9.1.3,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3301,https://zoneomics.com/code/191/chapter_8#8.9.1.3,False,0,"900.3 The H Street Northeast Neighborhood Mixed-Use Housing Sub-District is divided into the NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H zones."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.4, ,sub-sec-8.9.1.4,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3302,https://zoneomics.com/code/191/chapter_8#8.9.1.4,False,0,"900.4 The H Street Northeast Neighborhood Mixed-Use Housing Sub-District zones are intended to:
(a) Encourage residential uses along the H Street, N.E., corridor, particularly the provision of affordable units and reuse of upper floors;
(b) Establish design guidelines for new and rehabilitated buildings that are consistent with the historic character and scale of the H Street, N.E., commercial corridor; and (c) Encourage the reuse of existing buildings along the corridor."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.5, ,sub-sec-8.9.1.5,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3303,https://zoneomics.com/code/191/chapter_8#8.9.1.5,False,0,"900.5 The NMU-4/H-H zone is intended to permit mixed-use development at a moderate-density with an emphasis on the provision of residential uses, particularly affordable units and reuse of upper floors."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.6, ,sub-sec-8.9.1.6,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3304,https://zoneomics.com/code/191/chapter_8#8.9.1.6,False,0,"900.6 The NMU-5A/H-H zone is intended to permit mixed-use development at a moderate- to medium-density with an emphasis on the provision of residential uses, particularly affordable units and reuse of upper floors."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.7, ,sub-sec-8.9.1.7,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3305,https://zoneomics.com/code/191/chapter_8#8.9.1.7,False,0,"900.7 The NMU-6B/H-H, NMU-7B/H-H, and NMU-8B/H-H zones are intended to permit mixed-use development at a medium-density with an emphasis on the provision of residential uses, particularly affordable units and reuse of upper floors."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.8, ,sub-sec-8.9.1.8,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3306,https://zoneomics.com/code/191/chapter_8#8.9.1.8,False,0,900.8 The H Street Northeast Neighborhood Mixed-Use Commercial Arts sub-district is divided into the NMU-4/H-A and NMU-7B/H-A zones.
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.9, ,sub-sec-8.9.1.9,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3307,https://zoneomics.com/code/191/chapter_8#8.9.1.9,False,0,900.9 The H Street Northeast Neighborhood Mixed-Use Commercial Arts sub-district zones are intended to encourage arts and entertainment uses and a scale of development and a mixture of building uses that is generally compatible in scale with existing buildings.
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.10, ,sub-sec-8.9.1.10,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3308,https://zoneomics.com/code/191/chapter_8#8.9.1.10,False,0,900.10 The NMU-4/H-A zone is intended to permit mixed-use development at a moderate density with an emphasis on arts and arts-related uses.
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.11, ,sub-sec-8.9.1.11,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3309,https://zoneomics.com/code/191/chapter_8#8.9.1.11,False,0,900.11 The NMU-7B/H-A zone is intended to permit mixed-use development at a medium density with an emphasis on employment and the provision of arts and arts-related uses.
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.12, ,sub-sec-8.9.1.12,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3310,https://zoneomics.com/code/191/chapter_8#8.9.1.12,False,0,900.12 The H Street Northeast Neighborhood Mixed-Use Retail Sub-District is divided into the NMU-4/H-R and NMU-5A/H-R zones.
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.13, ,sub-sec-8.9.1.13,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3311,https://zoneomics.com/code/191/chapter_8#8.9.1.13,False,0,900.13 The H Street Northeast Neighborhood Mixed-Use Retail sub-district zones are intended to encourage retail uses and a scale of development and a mixture of building uses that is generally compatible in scale with existing buildings.
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.14, ,sub-sec-8.9.1.14,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3312,https://zoneomics.com/code/191/chapter_8#8.9.1.14,False,0,900.14 The NMU-4/H-R zone is intended to permit mixed-use development at a moderate-density with an emphasis on the provision of retail uses.
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",900  PURPOSE AND INTENT,900.15, ,sub-sec-8.9.1.15,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3313,https://zoneomics.com/code/191/chapter_8#8.9.1.15,False,0,900.15 The NMU-5A/H-R zone is intended to permit mixed-use development at a moderate- to medium-density with an emphasis on the provision of retail uses.
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",901  DEVELOPMENT STANDARDS,901.1, ,sub-sec-8.9.2.1,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-3317,https://zoneomics.com/code/191/chapter_8#8.9.2.1,False,0,"901.1 The MU-4 zone development standards in Subtitle G, Chapter 2 shall apply to the NMU-4/H-A, NMU-4/H-H, and NMU-4/H-R zones except as specifically modified by this chapter.
In the event of a conflict between the provisions of this chapter and other regulations of this title, the provisions of this chapter shall control."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",901  DEVELOPMENT STANDARDS,901.2, ,sub-sec-8.9.2.2,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-9657,https://zoneomics.com/code/191/chapter_8#8.9.2.2,False,0,"901.2 The MU-5A zone development standards in Subtitle G, Chapter 2 shall apply to the NMU-5A/H-H and NMU-5A/H-R zones except as specifically modified by this chapter.
In the event of a conflict between the provisions of this chapter and other regulations of this title, the provisions of this chapter shall control."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",901  DEVELOPMENT STANDARDS,901.3, ,sub-sec-8.9.2.3,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-9658,https://zoneomics.com/code/191/chapter_8#8.9.2.3,False,0,"901.3 The MU-6B zone development standards in Subtitle G, Chapter 2 shall apply to the NMU-6B/H-H zone except as specifically modified by this chapter.
In the event of a conflict between the provisions of this chapter and other regulations of this title, the provisions of this chapter shall control."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",901  DEVELOPMENT STANDARDS,901.4, ,sub-sec-8.9.2.4,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-9659,https://zoneomics.com/code/191/chapter_8#8.9.2.4,False,0,"901.4 The MU-7B zone development standards in Subtitle G, Chapter 2 shall apply to the NMU-7B/H-A and NMU-7B/H-H zones except as specifically modified by this chapter.
In the event of a conflict between the provisions of this chapter and other regulations of this title, the provisions of this chapter shall control."
8,SUBTITLE H NEIGHBORHOOD MIXED-USE (NMU) ZONES,"CHAPTER 9 H STREET NORTHEAST NEIGHBORHOOD MIXED-USE ZONES ― NMU-4/H-H, NMU-5A/H-H, NMU-6B/H-H, NMU-7B/H-H, NMU-8B/H-H, NMU-4/H-A, NMU-7B/H-A, NMU-4/H-R, and NMU-5A/H-R",901  DEVELOPMENT STANDARDS,901.5, ,sub-sec-8.9.2.5,https://online.encodeplus.com/regs/washington-dc/doc-viewer.aspx?secid=3096#secid-9660,https://zoneomics.com/code/191/chapter_8#8.9.2.5,False,0,"901.5 The MU-8B zone development standards in Subtitle G, Chapter 2 shall apply to the NMU-8B/H-H zone except as specifically modified by this chapter.
In the event of a conflict between the provisions of this chapter and other regulations of this title, the provisions of this chapter shall control."
